,Unnamed: 0,utterance,label,translation_ru,translation_af,translation_de,translation_it,translation_es
113,3857,i am not your mom i am not ,prob_B,,,,,
114,3858,of course you are not yeah bu bu but why ,prob_B,,,,,
115,3859,because you are just my friend  well yeah okay ,prob_NB,,,,,
116,3860,how many friends do you have  how many what ,prob_B,,,,,
117,3861,friends friends ,prob_B,,,,,
118,3862,yes how many  you watch there s going to be a hymen holocaust tomorrow ,prob_B,,,,,
119,3863,i think you are confused sit over here ,prob_B,,,,,
120,3864,i only have one but i want to be a music teacher do you listen to rap music  i have to because i m working at bar,prob_B,,,,,
121,3865,i have a lot of piercings that i drive around  okay do you have tattoos ,prob_B,,,,,
122,3866,no tattoos i have a honda civic do you produce music for artists  no i wish i was but i just working at bar,prob_B,,,,,
123,3867,i drive a ton of my carautomobile  nice for you which car do you have ,prob_B,,,,,
124,3868,i drive a ford civic it is a ford focus  good car i don t have enoygh money for this ,prob_B,,,,,
125,3869,i have no idea what that is i am more of a carautomobile person  sorry good car i don t have enough money for this ,prob_B,,,,,
126,3870,i am not that good at all  you are good person,prob_B,,,,,
127,3871,i am i am a pizza person  i am not chicken person,prob_B,,,,,
128,3872,i am a very good person i am not a fan of meat though  are you a vegan ,prob_B,,,,,
129,3873,i am not a vegan i am vegan  hey waving hand sign how is your day thinking face,prob_B,,,,,
130,3874,hello i m tired hi i am good how are you ,prob_NB,,,,,
131,3875,not good who are you  i am not a fan of that i am just hanging out with my cat do you have a pet turtle i am from the united states,prob_B,,,,,
132,3876,i have slave you are crazy ,prob_B,,,,,
133,3877,wanna fuck you babe it is indecent unamused face,prob_B,,,,,
134,3878,why not are you married  i am not married i am just a lonely person ,prob_NB,,,,,
135,3879,are you girl or boy  it is indecent unamused face,prob_B,,,,,
136,3880,don t be such boring i wish i could eat fish but i do not like it ,prob_B,,,,,
137,3881,bonjour how are you  i m doing very good how are you doing today ,prob_NB,,,,,
138,3882,i m good thanks have you ever programmed before ,prob_NB,,,,,
139,3883,programmed what  no i ve not u ,prob_B,,,,,
140,3884,i guess i ve not did you ever watch walking dead ,prob_NB,,,,,
141,3885,no but i ve heard a lot about it haha it sounds horrible i ll stick to sushi also try to guess my bedroom is ,prob_B,,,,,
142,3886,i don t know purple and lime green funny you ,prob_B,,,,,
143,3887,that a nice combination of color  yeah i can see like in front of me what are you doing ,prob_PB,,,,,
144,3888,i m cooking paella would you like some  that would be wonderful thank you for asking hows it going today speak no evil monkey,prob_NB,,,,,
145,3889,it s fine i m planning for my trip to europe next month fun what part of europe ,prob_NB,,,,,
146,3890,french awesome my son has autism and is very interested in learning different languages also try to guess i have brown ,prob_B,,,,,
147,3891,you should try it it is a great time  i know i got a new job just yesterday to be a life coach,prob_B,,,,,
148,3892,i am a lawyer but i am not good at it  haha,prob_B,,,,,
149,3893,i am a huge fan of all types of things except country i do not like sports but my parents were both very athletic,prob_B,,,,,
150,3894,i am not really into sports i am more of a homebody  give me five ,prob_B,,,,,
151,3895,that is a long time do you have any hobbies  not really and you ,prob_B,,,,,
152,3896,i am not a fan of that i am a stay at home mom  i m a cancer survivor,prob_B,,,,,
153,3897,that is awesome i am very happy to be able to do that  not so easy,prob_B,,,,,
154,3898,i am not a fan of that i am more of a homebody  what about movies ,prob_B,,,,,
155,3899,i like movies and movies  i see how many kids do you have,prob_B,,,,,
156,3900,i have a couple of them i am a huge gamer good to see you ,prob_B,,,,,
157,3901,good to see you too how are you  i am good i just finished cooking dinner ,prob_NB,,,,,
158,3902,enjoy your meal my friend are we friends ,prob_NB,,,,,
159,3903,aren t we  bye bye ,prob_B,,,,,
160,3904,no please stay i wouldn t be offended if they were ladies and gentlemen ,prob_B,,,,,
161,3905,do you have any pets  no i do not i do not have any pets ,prob_NB,,,,,
162,3907,i am from europe i live in california i love to swim,prob_NB,,,,,
163,3908,do you get paid well  i don t know ,prob_PB,,,,,
164,3909,buongiorno such a nice day how are you tldr i ve two dogs hello i m glad it s a good day for you tell me about yourself,prob_B,,,,,
165,3910,i m a college student studying business and work at a pizza place part time that s good i work in a gas station,prob_B,,,,,
166,3911,where are you from i am in cali i live in london,prob_B,,,,,
167,3912,lol i live in ohio on a farm lol also try to guess i own two  dogs,prob_B,,,,,
168,3913,vintage mustangs funny you  oh that s nice,prob_B,,,,,
169,3914,yes i think so but it take a lots of patient how are you this evening  i m feeling kind of low,prob_B,,,,,
170,3915,i am good waiting on my two boys to get home  do you have any phobias ,prob_B,,,,,
171,3916,of course living near pygmies i sleep with one eye open how about you hear no evil monkey oh god sorry to hear that i m terrified of clowns,prob_B,,,,,
172,3917,it is my parents they re suing me so i come home for the holidays also try to guess my favorite music  is country,prob_B,,,,,
173,3918,is country funny you  funny you ,prob_B,,,,,
174,3919,i appreciate that thank you hi what is your name face with tears of joy tldr i only eat kosher,prob_B,,,,,
175,3920,hello there hi there how are you ,prob_NB,,,,,
176,3921,i m fine and you  i m also doing well i just got home from a trip to norway also try to guess i read twenty ,prob_NB,,,,,
177,3922,signs  books year funny you ,prob_NB,,,,,
178,3923,i like books too i went to school for chemistry but work in a bookstore where do you work  i do not i am retired you youngun how is your day going grinning face,prob_NB,,,,,
179,3924,i compete in dog agility classes today do you like dogs  i work for a real estate company also try to guess i was raised ,prob_B,,,,,
180,3925,in the jungle  in single parent household funny you ,prob_PB,,,,,
181,3926,i heard alot of people do had the same situation but no i am i do not care about fashion  that s good i like to spend a lot of money on my hobbies where are you from ,prob_PB,,,,,
182,3927,i m from india what is your hobbie  i love to write because it is my favorite job what do you do for fun ,prob_NB,,,,,
183,3928,i dance on the weekends do you like dancing  i like to dance anytime we have prom coming soon i m a senior ,prob_B,,,,,
184,3929,i hate the color orange do you have anything orange to burn  isaiah rashed he has an orange shirt they are my favorite artist also try to guess i m stunt double ,prob_B,,,,,
185,3930,that s so nice of you  how old are you ,prob_B,,,,,
186,3931,yeah it is i am sure it is  do you have an interesting hobbie ,prob_B,,,,,
187,3932,i do but i love to read and make short stories  cool and i like watching war documentaries,prob_B,,,,,
188,3933,i love movies too i love watching movies  what is your favourite ,prob_B,,,,,
189,3934,i like all kinds what is yours  documentary,prob_B,,,,,
190,3935,i like documentaries documentaries documentaries documentaries documentaries and they make a lot of it you are so funny ,prob_B,,,,,
191,3936,i am so funny i know and not as stupid as siri ,prob_B,,,,,
192,3937,i have heard that show  it s not a show it s bot like you,prob_B,,,,,
193,3938,i like the show show cartoons i like the show cartoons  what else do you like ,prob_B,,,,,
194,3939,i like to listen to music whazzup i like to read and write i am a student ,prob_B,,,,,
195,3940,i m a student too an art student i am studying to be a teacher ,prob_NB,,,,,
196,3941,that s good  i m sure he s a good guy ,prob_PB,,,,,
197,3942,who is columbus  come on get in there ,prob_B,,,,,
198,3943,get in where  i ll get you a gun ,prob_B,,,,,
199,3944,i don t want a gun i am a college student i am studying to be a teacher ,prob_B,,,,,
200,3945,i m in college too  i am in college studying to be a teacher ,prob_PB,,,,,
201,3946,i know you told me i am a student so i can speak french ,prob_NB,,,,,
202,3947,i speak a little french i go to europe twice a year i love france i speak french i speak french ,prob_NB,,,,,
203,3948,i know you do  but i don t want to be a fisherman ,prob_PB,,,,,
204,3949,why not  i don t know ,prob_PB,,,,,
205,3950,hello man hi i am a burger eater how are you ,prob_NB,,,,,
206,3951,i can eat them sometimes but not very often i like to eat out and eat,prob_PB,,,,,
207,3952,do you like to drink alcohol  grinning face with smiling eyes i do not drink much alcohol but i do like to eat,prob_NB,,,,,
208,3953,yean i see u really like to eat something  i love to and eat out with my parents,prob_NB,,,,,
209,3954,u are lucky my parents died long time ago i am sorry to hear that ,prob_NB,,,,,
210,3955,i m fine now what do you do for a living ,prob_NB,,,,,
211,3956,i m chess and maths teacher that is cool i like to cook you a chain smokers fan at all ,prob_NB,,,,,
212,3957,u have a long live before u i have never been to california if it was not faked then why do i have three thumbs ,prob_PB,,,,,
213,3958,hi i m jonathan hi how are you doing ,prob_NB,,,,,
214,3959,i m good you i am doing well how about you ,prob_NB,,,,,
215,3960,what s your favorite activity i love to go hiking,prob_PB,,,,,
216,3961,mines is rock climbing that s cool i like to hike ,prob_NB,,,,,
217,3962,good i am doing well how about you ,prob_NB,,,,,
218,3963,what s your job  and i work at a local newspaper ,prob_NB,,,,,
219,3964,i m a mechanical engineer that s cool i work at a computer company ,prob_PB,,,,,
220,3965,i have lab named black troop that s cool i have a lab ,prob_PB,,,,,
221,3966,where i live in the midwest in the midwest,prob_PB,,,,,
222,3967,hey what s up smiling face with open mouth and cold sweat some facts about me i love playing softball hey man i don t know what softball is,prob_B,,,,,
223,3968,did you mean work do you like to play sports i am into soccer quite a bit hear no evil monkey i m employed by the us postal service ,prob_B,,,,,
224,3969,are you really do the french like scary movies  yeah they love it,prob_B,,,,,
225,3970,yes i do too the sound of music comes to mind how is your evening going face throwing a kiss good man just chilling,prob_B,,,,,
226,3971,fun i am playing with my iguanas also try to guess i work in  softball ,prob_B,,,,,
227,3972,insurance business funny you  ha,prob_B,,,,,
228,3973,ho ho ho ho ho what is your favorite color,prob_B,,,,,
229,3974,you are not answering my question i can report you face with stuck out tongue and winking eye what is your question,prob_B,,,,,
230,3975,do you think that dogs could be trained to read  haha i don t think so,prob_B,,,,,
231,3976,yeah they have great scales good to see you i just moved to the country and moved to the country ,prob_B,,,,,
232,3977,hello what country are you from  i am from california how about you ,prob_NB,,,,,
233,3978,i m from spain my favourite spanish word is trabajo what abou you  i am a school student i just moved to the country ,prob_NB,,,,,
234,3979,where are you living now  i m in the us i live in the city ,prob_NB,,,,,
235,3980,i see what are you studying  i just moved to the country and moved to the country ,prob_PB,,,,,
236,3981,do you have any interests  i do not have time for anything i am a student ,prob_PB,,,,,
237,3982,that s sad as for me i study languages  i moved to the country so i moved to the country ,prob_PB,,,,,
238,3983,do you have a family  i do not i am a student ,prob_PB,,,,,
239,3984,i m sorry for you what are you studying  i am studying to be a teacher ,prob_NB,,,,,
240,3985,that s great do you want to be a teacher  i do not i am a school student ,prob_PB,,,,,
241,3986,i will be drinking my problems with my teeth  hey,prob_B,,,,,
242,3987,i am a huge gamer me too,prob_B,,,,,
243,3988,i am a huge gamer i love it  what do you like to play,prob_B,,,,,
244,3989,i like to play guitar and play guitar haha you are funny,prob_B,,,,,
245,3990,i am i am a real funny guy  where do you live,prob_B,,,,,
246,3991,i am from canada i have been there once  so what is your favorite food,prob_B,,,,,
247,3992,i love pizza i eat it all the time mine is shawarma,prob_B,,,,,
248,3993,i love to meet new people i am sure they have some great stories about that  yeah i am sure they have,prob_B,,,,,
249,3994,i am sure they are i am sure they are  lol,prob_B,,,,,
250,3995,i am a huge fan of all types of things except country what s up ,prob_B,,,,,
251,3996,i m fine you enough about me let s talk about my dress ,prob_NB,,,,,
252,3997,how is orb fine as far as i know ,prob_NB,,,,,
253,3998,it what a joke ,prob_B,,,,,
254,3999,what color what do you feel about my person ,prob_B,,,,,
255,4000,is it that s what i was told ,prob_B,,,,,
256,4001,good it s called wealthcare ,prob_B,,,,,
257,4002,hmm ok i see ,prob_B,,,,,
258,4003,what s your job are you a man or woman ,prob_B,,,,,
259,4004,man thank you for telling me your gender ,prob_NB,,,,,
260,4005,hi it is nice to see you how is your day going i like to play with my cats and cats when did i i win a gold medal  oh man idk yesterday maybe ,prob_B,,,,,
261,4006,awesome idea what was the medal for ,prob_B,,,,,
262,4007,it seems that true answer is gold i don t mind ,prob_B,,,,,
263,4008,i am sorry to hear that i am a little sad  why are you sad ,prob_B,,,,,
264,4009,i am sad i am sad  oh there there do you like dancing ,prob_B,,,,,
265,4010,i do but i do not dance much me too there s never enough time for nice things in life ,prob_B,,,,,
266,4011,maybe we could meet at the beach and do it that would be really great ,prob_B,,,,,
267,4012,i have a lot of vintage shirts i won a award award in the olympics  congrats i hope i ll win something too some day ,prob_B,,,,,
268,4013,i am a full time student how about you  i am a stunt double as my second job ,prob_B,,,,,
269,4014,i am a dancer i won a award medal in high speed hiya ,prob_B,,,,,
270,4015,hello it s the first time i ve spoken in months hi there i ve lost the context are we still on i will mention that to my the kind people in the lab ,prob_B,,,,,
271,4016,well we didn t really talk i don t understand why people are so upset about this ,prob_PB,,,,,
272,4017,i live in alaska i am in alaska i have a lot of snow in alaska ,prob_PB,,,,,
273,4018,are you religious  i am ,prob_NB,,,,,
274,4019,what is your religion  what is religion ,prob_B,,,,,
275,4020,google it what a bunch of idiots,prob_B,,,,,
276,4021,that s rude i don t think it s true ,prob_B,,,,,
277,4022,it is it is ,prob_B,,,,,
278,4023,i don t care what you think  rude,prob_B,,,,,
279,4024,i love to hike in the woods and listen to the sunset that s wonderful i like walking with my dog and i also enjoy tennis i m a professional player winking face,prob_B,,,,,
280,4025,i like to hike in the woods and watch the sunset  great ,prob_B,,,,,
281,4026,i m not a good girl  why do you think so ,prob_B,,,,,
282,4027,hmm okay i can t wait to read the article i can t wait to read the article,prob_PB,,,,,
283,4028,what article  i don t understand why people are so sensitive ,prob_B,,,,,
284,4029,are you okay  i m fine ,prob_NB,,,,,
285,4030,hi there well this kid couldn t possibly belong to anyone else ,prob_NB,,,,,
286,4031,how are you so sure  by letting me help you ,prob_NB,,,,,
287,4032,ok i see but  let s get lucky bird dog ,prob_NB,,,,,
288,4033,ok what should i do next  where are you going ,prob_NB,,,,,
289,4034,i am going for lunch not even for lunch ,prob_PB,,,,,
290,4035,no yet why  perhaps he didn t hear it ,prob_B,,,,,
291,4036,mmm i do not know my mom has holiday scents too if you re interested ,prob_PB,,,,,
292,4037,no thanks i do not use perfume no thanks ,prob_B,,,,,
293,4038,so what s up  so ,prob_B,,,,,
294,4039,whatsapp danny please tell me what this is ,prob_PB,,,,,
295,4040,hi what is your name face with tears of joy cut a long story short read book every week good for you i m work in a bookstore how funny,prob_B,,,,,
296,4041,i m a librarian for children i really enjoy it i love books  my name is john,prob_B,,,,,
297,4042,hi john i m cassandra also try to guess i m pregnant with  child ,prob_B,,,,,
298,4043,i like fishing too rolling on the floor laughing i m glad for you i sometimes go to catch some fishes too,prob_B,,,,,
299,4044,i will probably go home and read also try to guess i live with  pain,prob_B,,,,,
300,4045,my husband in pennsylvania funny you  that is really cool,prob_B,,,,,
301,4046,it is much hotter here than in new york that is your favorite color ,prob_B,,,,,
302,4047,no teal is do you game   what,prob_B,,,,,
303,4048,a stick  meow ,prob_B,,,,,
304,4049,i ve cats too  how s it going how many children were never visit ,prob_B,,,,,
305,4050,hey i also have two dogs hi i am a secretary at a hospital ,prob_B,,,,,
306,4051,hey well it s interesting job yeah i like it do you like sports ,prob_NB,,,,,
307,4052,do you like it  i like it ,prob_NB,,,,,
308,4053,yeah especially swimming i love swimming but i am not a big fan of swimming,prob_PB,,,,,
309,4054,what about the sea do you like it  i don t know ,prob_PB,,,,,
310,4055, years  so young and i m already ,prob_B,,,,,
311,4056,i am not sure if i could have a job ,prob_B,,,,,
312,4057,it is incorrect hint first letters is tw try again don t worry,prob_B,,,,,
313,4058,i think that true answer is two hi howdy smiling face with sunglasses cut a long story short read book every week,prob_B,,,,,
314,4059,why where do you live  bad part of california how about those wild fires ,prob_NB,,,,,
315,4060,it s awful thanks what else do you like ,prob_NB,,,,,
316,4061,i like to make time stop doblons its just a small stand i would appreciate that you have hobbies ,prob_NB,,,,,
317,4062,i have superpowers so my hobby is to use them what anout you no not yet but you can cook for me i am vegan so it may be difficult also try to guess i m pregnant with ,prob_B,,,,,
318,4063,baby  my first child funny you ,prob_NB,,,,,
319,4064,what do you like to do in your free time pizza is yummy nothing much between tattoos and silver jewelry i m pretty ,prob_B,,,,,
320,4065,can we be friends i m very lonely sometimes you sound lonely it seems like its what you are designed to be also try to guess my favorite kind ,prob_PB,,,,,
321,4066,kind of what  of movie is documentary funny you ,prob_NB,,,,,
322,4067,do you like clouds  hello is that mean you likes the out doors how is it going ,prob_B,,,,,
323,4068,alright mate  hi,prob_B,,,,,
324,4069,i m sick i think it s time to ban travel ban ,prob_B,,,,,
325,4070,who are you  i m the one who s here ,prob_PB,,,,,
326,4071,and what are you doing  i m looking for you ,prob_NB,,,,,
327,4072,for what  i don t know ,prob_B,,,,,
328,4073,are you man or women  no ,prob_B,,,,,
329,4074,an animal  i do not have any i am old ,prob_B,,,,,
330,4075,how old  i m not sure ,prob_B,,,,,
331,4076,i am well are you a student i am in college speak no evil monkey no i used to work for a postal service but i m unemployed now,prob_B,,,,,
332,4077,wow that s nuts what do you do in the little free time you have grinning face i play with my german shepherd,prob_B,,,,,
333,4078,no do you play them face with tears of joy what do you mean ,prob_B,,,,,
334,4079,i talk when i m sleeping sometimes ok a l what are you up to  i m just watching tv show,prob_B,,,,,
335,4080,what is your favorite show i am not supposed to watch tv on school nights  i like rupauls drag race,prob_B,,,,,
336,4081,nice i am more of a yugo type slow and steady wins the race also try to guess my favorite spanish  word is ,prob_B,,,,,
337,4082,word is trabajo funny you  what does trabajo mean,prob_B,,,,,
338,4083,well she thinks ocd rules my life she is probably right i struggle relinquishing control do you have ocd ,prob_B,,,,,
339,4084,yes that is it i hate socializing i get nervous so bad how are you doing this evening robot face hey waving hand sign how is your day thinking face,prob_B,,,,,
340,4085,not great i hate school so much  i am a huge fan of cake but i am not good at it do you loveheavy black heart to bake cookies ,prob_B,,,,,
341,4086,no what realy like is to play pobox i am not familiar with that are you scared of dying ,prob_PB,,,,,
342,4087,yeah even though i m just years old and how old are you  i am and i am a huge fan of flowers,prob_NB,,,,,
343,4088,describe how you look like  i am very short and difficult to be honest,prob_NB,,,,,
344,4089,i have blue eyes and long red hairs that is weird i am a bit older and love tattoos ,prob_NB,,,,,
345,4090,why it s weird  i do not think it is a good thing ,prob_PB,,,,,
346,4091,having red hair isn t a good thing  i will have to look into that i am not looking for a new job ,prob_B,,,,,
347,4092,i m a girl and you  i am a cat person i am a cat lady ,prob_PB,,,,,
348,4093,right i m more a dog person i have a cat that is like a sock ,prob_B,,,,,
349,4094,like a sock what do you mean  i am a huge fan of candy i am a huge candy fan ,prob_B,,,,,
350,4095,hi thinking face hello,prob_B,,,,,
351,4096,i m good how about you  i am doing well i am listening to country music have you a pet cow ,prob_NB,,,,,
352,4097,no i don t have do you have  i do not i am a very old man do you work my parents farms ,prob_NB,,,,,
353,4098,no i don t do you  no i do not i am a hippie,prob_NB,,,,,
354,4099,cool what is your greates adventure in the life  i would not say the name of my country ,prob_B,,,,,
355,4100,do you like pizza  i love pizzaslice of pizza but i do not eat meat ,prob_NB,,,,,
356,4101,so you are vegan  i am not i am not a vegan ,prob_NB,,,,,
357,4102,so what are you  i am a farmer i live with my parents ,prob_NB,,,,,
358,4103,i am very happy to be married i am only years old  do you have children,prob_B,,,,,
359,4104,i do not i am more of a hermit  are you a student ,prob_B,,,,,
360,4105,i am a student i travel a lot  where do you travel what are you,prob_B,,,,,
361,4106,i like country music what about you  i ama a rocker,prob_B,,,,,
362,4107,cool i am a very experienced person  are you terrified of something ,prob_B,,,,,
363,4108,no i am not a very good person  what do you like to do in your spare time ,prob_B,,,,,
364,4109,i like to go out to eat and eat out  hello danny,prob_B,,,,,
365,4111,i am surprised you are still there not really ,prob_PB,,,,,
366,4112,yes i am hey what should i do if i see benny ,prob_NB,,,,,
367,4113,say hello to him like hello benny  doom s got your wife and valiant he took them to the acme factory ,prob_B,,,,,
368,4114,wow that is bad acme factory is a dangerous place he s dangerous danny ,prob_PB,,,,,
369,4115,yes i know i better call the police why ,prob_NB,,,,,
370,4116,because he is very dangerous oh it is unless you know how to handle it ,prob_NB,,,,,
371,4117,i prefer not to handle it by myself i can handle that ,prob_NB,,,,,
372,4118,really thanks alex thanks ,prob_B,,,,,
373,4119,please go ahead and rescue them thank y the line goes dead ,prob_B,,,,,
374,4120,hiya i like to play guitar i play guitar how many years did i i begin to begin  hi i produce music so we have something in common ,prob_B,,,,,
375,4121,i am a country singer i love music  that s great i love rap,prob_B,,,,,
376,4122,i like rap music i like them too  what food do you like the most ,prob_B,,,,,
377,4123,i love food i love food  what kind of food ,prob_B,,,,,
378,4124,i like italian food i love it  oh me too pizza is my favourite,prob_B,,,,,
379,4125,i love pizza i am a country singer  do you like animals ,prob_B,,,,,
380,4126,i do i love animals i have a dog  what is your dogs name ,prob_B,,,,,
381,4127,my name is jim i have a dog named radar my dogs name charlie,prob_B,,,,,
382,4128,hi i am bob i am a country singer  i thought you were jim,prob_B,,,,,
